ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.2939,7.5957,5.5337,-1.0664,7.6821,6.0015,0.3542,0.0053,0.386,-0.0433,-0.3817,0.3797,12179.0,-8.95,-45.56,-16.89,133.27,-58.92,33.9,5.0,29.68,,,,NaN,,,,0 / 25,12,2018-03-07 13:37:24:686
-1.1599,6.8312,6.0027,-1.2504,6.9954,6.7581,0.256,0.1754,-0.0502,-0.1668,0.0411,-0.1167,14554.0,-16.42,-40.14,-23.23,126.93,-44.29,7.25,5.0,53.373,,,,NaN,,,,0 / 25,5013,2018-03-07 13:37:29:687
-1.2508,-0.1343,10.5742,-1.2405,-0.5954,9.7096,-0.0733,0.2633,-0.0805,0.0669,-0.3378,-0.0093,1556.0,-30.54,-6.79,-43.25,74.72,-13.51,-16.17,5.0,50.666,,,,NaN,,,,0 / 25,10013,2018-03-07 13:37:34:687
-0.4671,-0.2803,10.1602,-0.4225,-0.2635,9.794,-0.0068,0.0125,0.0049,-0.0014,-2.0E-4,-0.0105,1583.0,-27.17,-7.86,-44.28,107.59,1.54,2.46,5.0,50.994,,,,NaN,,,,0 / 25,15012,2018-03-07 13:37:39:686
-0.4241,-0.2827,10.1458,-0.42,-0.2549,9.7943,-0.0055,-0.0021,0.0097,0.0016,-0.0019,-2.0E-4,1604.0,-27.41,-6.79,-43.99,105.68,1.51,2.55,5.0,27.01,,,,NaN,,,,0 / 25,20013,2018-03-07 13:37:44:687
-0.4336,-0.291,10.1124,-0.4166,-0.2616,9.7943,-1.0E-4,-0.0026,-0.0086,-2.0E-4,1.0E-4,0.001,1638.0,-27.41,-6.5,-44.23,103.88,1.52,2.46,5.0,6.666,,,,NaN,,,,0 / 25,25013,2018-03-07 13:37:49:687
-0.43,-0.2743,10.1147,-0.4214,-0.2623,9.7941,8.0E-4,3.0E-4,0.0011,8.0E-4,-1.0E-4,0.0016,1854.0,-27.36,-6.4,-43.79,103.91,1.54,2.44,5.0,13.757,,,,NaN,,,,0 / 25,30012,2018-03-07 13:37:54:686
-0.4001,-0.2492,10.1088,-0.4207,-0.2625,9.7941,-0.0039,-0.0036,0.0025,-0.002,-6.0E-4,0.0032,2537.0,-26.82,-6.11,-44.62,103.93,1.53,2.45,5.0,7.388,,,,NaN,,,,0 / 25,35012,2018-03-07 13:37:59:686
-0.4217,-0.2779,10.1028,-0.4169,-0.2624,9.7943,-0.0167,0.0058,0.0127,-4.0E-4,-3.0E-4,0.0054,2571.0,-27.26,-6.45,-44.28,103.91,1.53,2.44,5.0,6.713,,,,NaN,,,,0 / 25,40013,2018-03-07 13:38:04:687
-0.4229,-0.2851,10.1315,-0.422,-0.2638,9.794,-0.0026,0.0079,-0.0027,-0.002,1.0E-4,0.002,2950.0,-26.82,-5.96,-44.33,103.91,1.54,2.47,5.0,8.76,,,,NaN,,,,0 / 25,45013,2018-03-07 13:38:09:687
-0.4265,-0.2587,10.1207,-0.4169,-0.2607,9.7943,-0.0037,0.0047,-0.0103,2.0E-4,-2.0E-4,0.002,1962.0,-27.12,-6.4,-44.04,103.89,1.52,2.44,5.0,8.568,,,,NaN,,,,0 / 25,50013,2018-03-07 13:38:14:687
-0.4288,-0.2779,10.1458,-0.4188,-0.2578,9.7943,-0.0024,-0.004,0.0038,-0.0019,0.0017,0.0046,2165.0,-27.66,-6.25,-47.26,103.51,1.51,2.45,5.0,44.261,,,,NaN,,,,0 / 17,55013,2018-03-07 13:38:19:687
-0.43,-0.2851,10.1423,-0.4161,-0.2629,9.7943,0.007,0.0027,0.0019,-0.0022,6.0E-4,0.0023,2057.0,-27.85,-6.69,-47.84,105.37,1.54,2.43,5.0,10.558,,,,NaN,,,,0 / 17,60012,2018-03-07 13:38:24:686
-0.4659,-0.2659,10.0298,-0.4173,-0.2561,9.7944,-0.0089,-0.0074,0.0055,-9.0E-4,7.0E-4,0.0033,1786.0,-27.61,-7.67,-48.09,107.07,1.5,2.44,5.0,37.581,,,,NaN,,,,0 / 17,65013,2018-03-07 13:38:29:687
-0.4632,-0.5804,10.2214,2.1965,2.515,9.2206,0.2169,0.5247,-0.5792,-0.3678,0.6713,0.0661,2883.0,-30.15,-10.5,-45.01,82.78,-14.86,-13.4,5.0,39.632,,,,NaN,,,,0 / 17,70013,2018-03-07 13:38:34:687
-1.2747,-0.7828,10.1052,-1.2045,-0.7603,9.7027,0.0144,-0.0014,0.0028,-3.0E-4,-0.0015,0.0038,2943.0,-20.92,-6.16,-46.09,109.37,4.45,7.08,5.0,53.024,,,,NaN,,,,0 / 17,75013,2018-03-07 13:38:39:687
-1.2556,-0.7816,10.1124,-1.2132,-0.7557,9.7019,0.0194,-0.0229,-0.014,-1.0E-4,0.0,-9.0E-4,2903.0,-20.82,-6.11,-46.09,109.3,4.42,7.13,5.0,8.61,,,,NaN,,,,0 / 17,80013,2018-03-07 13:38:44:687
-1.2663,-0.7935,10.1255,-1.2145,-0.7629,9.7012,-0.0164,-0.0214,-5.0E-4,0.0011,1.0E-4,0.001,2010.0,-21.26,-5.81,-49.7,109.61,4.46,7.14,5.0,27.456,,,,NaN,,,,0 / 17,85013,2018-03-07 13:38:49:687
-1.2687,-0.7959,10.1303,-1.2171,-0.7685,9.7004,0.0016,-0.0045,-0.0047,-0.0015,0.0026,0.002,1590.0,-21.11,-4.69,-46.48,107.46,4.49,7.15,5.0,26.01,,,,NaN,,,,0 / 17,90013,2018-03-07 13:38:54:687
-1.2651,-0.8079,10.0836,-1.2229,-0.7647,9.7,-0.0023,-0.0099,-0.0137,-0.0014,2.0E-4,0.0042,1529.0,-21.01,-4.89,-45.06,107.34,4.47,7.19,5.0,14.969,,,,NaN,,,,0 / 17,95013,2018-03-07 13:38:59:687
-1.2532,-0.8223,10.1124,-1.2214,-0.7619,9.7004,-0.011,-0.0163,-0.0163,-9.0E-4,0.0015,0.0025,1489.0,-21.11,-3.96,-46.43,105.42,4.46,7.18,5.0,4.88,,,,NaN,,,,0 / 17,100013,2018-03-07 13:39:04:687
-1.252,-0.7768,10.0765,-1.212,-0.7593,9.7018,0.0282,7.0E-4,-0.0073,0.0,1.0E-4,0.0028,1482.0,-20.53,-4.45,-45.16,105.33,4.44,7.12,5.0,31.908,,,,NaN,,,,0 / 17,105012,2018-03-07 13:39:09:686
-0.4135,-0.7655,10.0921,-0.3761,-0.7339,9.7719,-0.0222,0.001,-0.0057,-6.0E-4,-0.0016,0.0013,1448.0,-26.19,-4.89,-44.47,106.51,4.29,2.2,5.0,7.349,,,,NaN,,,,0 / 17,110013,2018-03-07 13:39:14:687
-0.4324,-0.7768,10.1231,-0.4037,-0.7329,9.7709,-0.004,-0.0064,-0.0041,6.0E-4,-0.0013,2.0E-4,1401.0,-26.04,-3.96,-44.28,104.51,4.29,2.37,5.0,4.382,,,,NaN,,,,0 / 17,115013,2018-03-07 13:39:19:687
-0.4169,-0.7493,10.1363,-0.4033,-0.7258,9.7714,-0.0076,0.0156,-0.0049,-6.0E-4,-1.0E-4,0.002,1414.0,-26.39,-4.06,-47.31,104.82,4.24,2.36,5.0,7.23,,,,NaN,,,,0 / 17,120013,2018-03-07 13:39:24:687
-0.4073,-0.7517,10.1662,-0.4014,-0.7363,9.7707,0.0,0.0203,-0.0108,-7.0E-4,0.0024,-0.0014,1401.0,-25.7,-3.96,-44.23,104.55,4.31,2.35,5.0,31.01,,,,NaN,,,,0 / 17,125014,2018-03-07 13:39:29:688
-0.4324,-0.7636,10.1171,-0.3989,-0.7293,9.7714,-0.0077,0.0079,-0.0064,0.0014,-0.002,-7.0E-4,1414.0,-25.95,-3.13,-44.33,102.55,4.26,2.34,5.0,42.768,,,,NaN,,,,0 / 17,130013,2018-03-07 13:39:34:687
-0.4109,-0.7672,10.1339,-0.4002,-0.7377,9.7707,0.0193,0.0055,0.0335,3.0E-4,-0.0014,0.0018,1421.0,-25.75,-3.62,-44.13,104.56,4.31,2.35,5.0,12.689,,,,NaN,,,,0 / 17,135013,2018-03-07 13:39:39:687
-0.4217,-0.76,10.1147,-0.4095,-0.7455,9.7697,0.034,0.005,0.0017,6.0E-4,-0.0017,-3.0E-4,1414.0,-25.51,-3.37,-45.11,102.79,4.36,2.4,5.0,9.442,,,,NaN,,,,0 / 17,140014,2018-03-07 13:39:44:688
-0.4229,-0.7565,10.1387,-0.3995,-0.7401,9.7705,-0.0037,-0.0054,-0.0096,-1.0E-4,0.001,0.0,1428.0,-25.16,-4.2,-44.18,105.11,4.33,2.34,5.0,9.941,,,,NaN,,,,0 / 17,145013,2018-03-07 13:39:49:687
-0.4241,-0.7636,10.104,-0.4052,-0.7284,9.7712,0.0073,0.007,-0.0015,0.0011,3.0E-4,-7.0E-4,1421.0,-25.02,-3.86,-44.28,104.99,4.26,2.37,5.0,28.081,,,,NaN,,,,0 / 17,150013,2018-03-07 13:39:54:687
-0.3989,-0.7541,10.0992,-0.4009,-0.7345,9.7709,-0.0476,0.0107,-0.1473,-0.0019,-0.0024,0.0,1421.0,-24.29,-3.52,-44.18,105.62,4.3,2.35,5.0,5.707,,,,NaN,,,,0 / 17,155013,2018-03-07 13:39:59:687
-0.4049,-0.7744,10.1195,-0.4039,-0.7317,9.771,-0.0032,-0.0066,-0.0235,-0.0028,0.0,0.0018,1523.0,-24.33,-3.76,-43.89,105.58,4.28,2.37,5.0,5.248,,,,NaN,,,,0 / 17,160012,2018-03-07 13:40:04:686
-0.4157,-0.7505,10.0956,-0.4006,-0.7297,9.7713,0.02,-0.0106,0.033,-3.0E-4,-3.0E-4,2.0E-4,1516.0,-24.33,-3.81,-43.79,105.58,4.27,2.35,5.0,4.665,,,,NaN,,,,0 / 16,165013,2018-03-07 13:40:09:687
-0.4252,-0.7541,10.1411,-0.4031,-0.7374,9.7706,0.0033,-0.0038,0.0034,-0.0014,0.0013,9.0E-4,1502.0,-24.14,-4.35,-44.13,105.64,4.31,2.36,5.0,4.037,,,,NaN,,,,0 / 16,170013,2018-03-07 13:40:14:687
-0.4121,-0.7505,10.0836,-0.3989,-0.7293,9.7714,0.0025,0.0139,0.0099,9.0E-4,-5.0E-4,-6.0E-4,1496.0,-23.94,-3.42,-44.28,103.54,4.31,2.41,5.0,19.737,,,,NaN,,,,0 / 16,175013,2018-03-07 13:40:19:687
-0.3953,-0.7576,10.0896,-0.4006,-0.7287,9.7713,-0.0054,0.0263,0.0409,-0.002,4.0E-4,0.0014,1482.0,-23.85,-3.67,-44.57,105.72,4.28,2.38,5.0,5.067,,,,NaN,,,,0 / 16,180013,2018-03-07 13:40:24:687
-0.4193,-0.7624,10.1076,-0.4009,-0.7419,9.7703,0.0022,-0.0124,-8.0E-4,-0.0014,-8.0E-4,0.0022,1482.0,-23.85,-3.76,-44.18,105.64,4.32,2.39,5.0,4.92,,,,NaN,,,,0 / 16,185013,2018-03-07 13:40:29:687
-0.3941,-0.7648,10.0789,-0.4038,-0.7367,9.7706,0.0047,0.0159,5.0E-4,-0.0016,0.0018,0.003,1482.0,-24.73,-4.1,-46.43,105.33,4.31,2.35,5.0,8.07,,,,NaN,,,,0 / 16,190013,2018-03-07 13:40:34:687
-0.4061,-0.7768,10.0442,-0.3978,-0.7447,9.7702,-0.0041,-0.0228,-0.0053,0.0013,-0.0013,8.0E-4,1475.0,-23.99,-3.37,-45.94,103.85,4.32,2.34,5.0,5.377,,,,NaN,,,,0 / 16,195013,2018-03-07 13:40:39:687
-0.3989,-0.7397,10.0824,-0.4028,-0.7335,9.7709,0.0038,-0.0088,0.0069,-0.0013,-6.0E-4,9.0E-4,1482.0,-23.65,-3.52,-43.94,105.67,4.34,2.4,5.0,9.348,,,,NaN,,,,0 / 16,200012,2018-03-07 13:40:44:686
-0.4097,-0.7636,10.0657,-0.4031,-0.7373,9.7706,-0.0152,0.0044,0.0129,-0.0036,-5.0E-4,0.0014,1455.0,-24.29,-3.37,-45.55,103.88,4.35,2.39,5.0,26.934,,,,NaN,,,,0 / 16,205013,2018-03-07 13:40:49:687
-0.3941,-0.7648,10.0932,-0.3989,-0.7349,9.7709,0.0018,0.0112,-0.0043,-0.0025,5.0E-4,0.0023,1455.0,-23.65,-2.79,-44.33,103.51,4.28,2.38,5.0,50.51,,,,NaN,,,,0 / 16,210013,2018-03-07 13:40:54:687
-0.4085,-0.7732,10.0549,-0.3993,-0.7395,9.7706,0.0054,-0.0112,-0.01,8.0E-4,0.0012,0.0016,1435.0,-23.8,-3.47,-44.33,103.51,4.27,2.33,5.0,56.279,,,,NaN,,,,0 / 16,215013,2018-03-07 13:40:59:687
-0.4288,-0.7612,10.0812,-0.4041,-0.7345,9.7707,-0.0118,-0.0032,-0.0025,-1.0E-4,0.0011,0.0011,1441.0,-23.21,-2.93,-44.91,104.12,4.25,2.38,5.0,51.592,,,,NaN,,,,0 / 16,220013,2018-03-07 13:41:04:687
-0.4193,-0.7612,10.0633,-0.399,-0.7362,9.7708,-0.0079,-0.0023,-0.0094,-0.003,-5.0E-4,-6.0E-4,1428.0,-24.58,-2.93,-47.75,103.59,4.3,2.34,5.0,18.983,,,,NaN,,,,0 / 16,225013,2018-03-07 13:41:09:687
-0.4145,-0.7612,10.0992,-0.4027,-0.7302,9.7711,0.0055,0.0023,-0.0118,-1.0E-4,0.0011,0.001,1414.0,-23.26,-3.03,-44.38,104.07,4.3,2.35,5.0,42.848,,,,NaN,,,,0 / 16,230013,2018-03-07 13:41:14:687
-0.4001,-0.7517,10.1327,-0.4032,-0.735,9.7708,0.015,-0.0455,0.0923,-0.0011,0.001,3.0E-4,1414.0,-23.7,-3.03,-44.67,103.67,4.3,2.36,5.0,46.081,,,,NaN,,,,0 / 16,235013,2018-03-07 13:41:19:687
-0.4181,-0.772,10.0789,-0.4016,-0.728,9.7713,-0.0036,0.0032,0.0261,-0.0018,-0.0015,1.0E-4,1414.0,-23.75,-2.59,-44.67,103.65,4.28,2.35,5.0,30.283,,,,NaN,,,,0 / 16,240012,2018-03-07 13:41:24:686
-0.4193,-0.7277,10.0932,-0.3999,-0.7281,9.7714,0.0052,0.0102,-0.0079,0.001,0.0018,-6.0E-4,1414.0,-24.53,-2.05,-48.58,101.67,4.28,2.33,5.0,9.277,,,,NaN,,,,0 / 16,245013,2018-03-07 13:41:29:687
-0.4265,-0.7529,10.0573,-0.405,-0.7411,9.7702,-0.0139,-0.0204,-0.0394,-4.0E-4,1.0E-4,-1.0E-4,1441.0,-23.8,-1.86,-44.67,101.57,4.3,2.36,5.0,13.115,,,,NaN,,,,0 / 16,250013,2018-03-07 13:41:34:687
-0.4348,-0.7864,10.0442,-0.4006,-0.736,9.7708,-0.0016,0.0058,-0.0328,0.0021,0.0014,-0.0014,1435.0,-23.75,-3.32,-48.72,104.18,4.26,2.3,5.0,4.438,,,,NaN,,,,0 / 16,255014,2018-03-07 13:41:39:688
-0.4193,-0.7349,10.0501,-0.3994,-0.7303,9.7713,-0.0055,-0.0176,-0.0055,-0.0038,-0.003,0.001,1394.0,-23.8,-1.81,-45.79,101.71,4.29,2.32,5.0,5.11,,,,NaN,,,,0 / 16,260014,2018-03-07 13:41:44:688
-0.4217,-0.7517,10.1076,-0.4007,-0.7303,9.7712,-0.0077,-0.0233,-0.0212,-8.0E-4,-0.0015,0.0032,1320.0,-23.6,-1.22,-44.77,99.42,4.28,2.32,5.0,10.367,,,,NaN,,,,0 / 16,265013,2018-03-07 13:41:49:687
-0.4121,-0.7588,10.0513,-0.4014,-0.7363,9.7707,-0.0317,-0.0066,-0.0607,-7.0E-4,0.001,-0.0012,1313.0,-24.04,-1.47,-44.67,99.46,4.32,2.38,5.0,13.254,,,,NaN,,,,0 / 16,270013,2018-03-07 13:41:54:687
-0.4109,-0.7672,10.0777,-0.3994,-0.7261,9.7716,0.0011,0.0191,-0.013,8.0E-4,0.001,0.002,1293.0,-24.04,-1.27,-44.91,99.46,4.31,2.35,5.0,4.514,,,,NaN,,,,0 / 16,275013,2018-03-07 13:41:59:687
-0.4097,-0.7696,10.0681,-0.4014,-0.7229,9.7717,-0.0116,0.0125,-0.0209,0.0017,-0.0013,5.0E-4,1279.0,-23.7,-1.08,-44.82,99.37,4.26,2.34,5.0,5.731,,,,NaN,,,,0 / 16,280014,2018-03-07 13:42:04:688
-0.4133,-0.8043,10.0693,-0.3981,-0.718,9.7722,0.003,0.0148,0.0505,0.0012,-7.0E-4,7.0E-4,1279.0,-23.7,-0.83,-44.91,99.38,4.26,2.32,5.0,5.737,,,,NaN,,,,0 / 16,285013,2018-03-07 13:42:09:687
-0.4037,-0.7541,10.0489,-0.4076,-0.7318,9.7708,0.0149,0.0057,-0.0188,-2.0E-4,8.0E-4,0.001,1259.0,-23.85,-0.74,-46.18,99.5,4.24,2.31,5.0,5.761,,,,NaN,,,,0 / 16,290013,2018-03-07 13:42:14:687
-0.4157,-0.7421,10.0968,-0.4039,-0.7225,9.7717,-0.0099,-0.005,-0.0305,0.0028,-0.0019,4.0E-4,1252.0,-23.5,-1.08,-44.77,99.38,4.26,2.34,5.0,6.102,,,,NaN,,,,0 / 16,295013,2018-03-07 13:42:19:687
-0.4193,-0.7828,10.0561,-0.4042,-0.7278,9.7712,-0.0136,-0.0183,-0.023,-1.0E-4,0.0031,4.0E-4,1259.0,-23.55,-0.98,-44.96,99.28,4.2,2.35,5.0,20.623,,,,NaN,,,,0 / 16,300012,2018-03-07 13:42:24:686
-0.4013,-0.7565,10.0274,-0.3982,-0.7313,9.7712,-0.0025,-0.0257,-0.0033,-3.0E-4,2.0E-4,-0.0016,1238.0,-23.31,-1.22,-45.26,99.79,4.29,2.4,5.0,4.483,,,,NaN,,,,0 / 16,305013,2018-03-07 13:42:29:687
-0.4229,-0.7565,9.8922,-0.4042,-0.7407,9.7703,-0.0187,-0.0152,-0.0826,5.0E-4,0.0,5.0E-4,1225.0,-24.43,-1.57,-48.63,102.12,4.29,2.38,5.0,11.246,,,,NaN,,,,0 / 16,310013,2018-03-07 13:42:34:687
-0.4145,-0.766,10.0286,-0.3981,-0.7354,9.7709,-0.0015,-0.0072,-0.0054,-2.0E-4,-0.0016,5.0E-4,1205.0,-23.65,-0.88,-44.87,99.35,4.25,2.35,5.0,3.683,,,,NaN,,,,0 / 16,315014,2018-03-07 13:42:39:688
-0.4061,-0.7289,10.0298,-0.4051,-0.7296,9.7711,-0.0114,-0.0103,0.007,-0.0013,9.0E-4,4.0E-4,1211.0,-23.26,-0.49,-44.72,97.51,4.27,2.37,5.0,3.793,,,,NaN,,,,0 / 16,320014,2018-03-07 13:42:44:688
-0.4181,-0.7433,10.0729,-0.3954,-0.7269,9.7717,-0.0126,-0.0173,-0.019,-0.0026,0.0021,8.0E-4,1191.0,-23.31,-1.76,-44.96,101.97,4.25,2.32,5.0,4.105,,,,NaN,,,,0 / 16,325013,2018-03-07 13:42:49:687
-0.4276,-0.7517,10.0358,-0.4034,-0.7333,9.7709,-0.0027,-0.0142,-0.0076,-5.0E-4,-0.0017,0.0011,1198.0,-23.6,-0.2,-44.91,97.25,4.29,2.36,5.0,3.973,,,,NaN,,,,0 / 16,330013,2018-03-07 13:42:54:687
-0.4109,-0.7469,10.0501,-0.4076,-0.7252,9.7713,0.0035,0.0088,-0.0063,4.0E-4,9.0E-4,0.0032,1178.0,-23.11,-1.57,-44.96,101.92,4.24,2.39,5.0,3.824,,,,NaN,,,,0 / 16,335013,2018-03-07 13:42:59:687
-0.4061,-0.7552,10.0143,-0.4044,-0.7263,9.7714,0.0,0.0093,0.0398,0.0014,5.0E-4,-2.0E-4,1171.0,-22.92,-1.61,-45.06,101.94,4.25,2.37,5.0,20.107,,,,NaN,,,,0 / 16,340012,2018-03-07 13:43:04:686
-0.3929,-0.7457,10.0083,-0.4052,-0.7254,9.7714,-0.0246,0.0078,0.0028,-6.0E-4,9.0E-4,-0.0011,1164.0,-24.04,-1.32,-48.72,99.91,4.24,2.37,5.0,13.039,,,,NaN,,,,0 / 16,345013,2018-03-07 13:43:09:687
-0.4229,-0.7385,10.0418,-0.3981,-0.7314,9.7712,0.0111,0.0079,0.0238,-0.0019,-0.0014,5.0E-4,1171.0,-23.36,-0.74,-46.38,99.94,4.28,2.33,5.0,4.892,,,,NaN,,,,0 / 16,350014,2018-03-07 13:43:14:688
-0.3965,-0.7469,10.037,-0.4017,-0.7295,9.7712,0.0099,0.0056,0.0049,0.0017,-3.0E-4,-5.0E-4,1157.0,-23.31,-0.54,-46.09,99.91,4.27,2.35,5.0,5.372,,,,NaN,,,,0 / 16,355013,2018-03-07 13:43:19:687
-0.43,-0.778,10.0513,-0.401,-0.727,9.7714,0.013,0.0214,0.0583,-2.0E-4,-4.0E-4,-1.0E-4,1157.0,-23.26,-1.03,-48.38,100.19,4.25,2.35,5.0,6.924,,,,NaN,,,,0 / 16,360013,2018-03-07 13:43:24:687
-0.4073,-0.7612,10.0286,-0.4028,-0.7316,9.771,0.003,1.0E-4,-0.0109,-6.0E-4,-4.0E-4,0.0018,1164.0,-23.16,-0.49,-44.91,97.53,4.28,2.36,5.0,5.78,,,,NaN,,,,0 / 16,365013,2018-03-07 13:43:29:687
-0.4265,-0.76,9.9951,-0.4013,-0.7326,9.771,0.0073,-0.0159,0.0022,-9.0E-4,-8.0E-4,-0.0021,1144.0,-23.36,-1.32,-46.33,99.94,4.28,2.35,5.0,4.3,,,,NaN,,,,0 / 16,370013,2018-03-07 13:43:34:687
-0.4205,-0.7361,10.0083,-0.4012,-0.7361,9.7708,-0.001,-0.0022,-0.0267,-0.0017,0.0029,-4.0E-4,1137.0,-22.72,-0.15,-45.3,97.58,4.3,2.35,5.0,4.226,,,,NaN,,,,0 / 16,375013,2018-03-07 13:43:39:687
-0.4073,-0.7385,10.0035,-0.4077,-0.7352,9.7706,0.0117,5.0E-4,0.0271,0.0032,-8.0E-4,0.0014,1123.0,-22.87,-0.78,-45.3,99.81,4.3,2.39,5.0,5.424,,,,NaN,,,,0 / 16,380012,2018-03-07 13:43:44:686
-0.4001,-0.7481,10.0262,-0.4104,-0.7308,9.7708,-0.0137,0.0067,-0.0068,-0.001,-7.0E-4,-7.0E-4,1123.0,-22.92,0.29,-45.21,97.51,4.27,2.41,5.0,10.273,,,,NaN,,,,0 / 16,385013,2018-03-07 13:43:49:687
-0.3977,-0.772,10.0238,-0.4032,-0.7395,9.7704,-0.0202,-0.0054,-0.0348,-0.0018,0.0012,0.0018,1110.0,-23.36,-0.3,-46.77,97.93,4.32,2.36,5.0,8.183,,,,NaN,,,,0 / 16,390013,2018-03-07 13:43:54:687
-0.4252,-0.7756,10.0143,-0.4044,-0.7376,9.7705,0.0157,0.0165,0.008,-0.0028,0.001,-9.0E-4,1117.0,-22.82,-0.44,-45.26,97.59,4.31,2.37,5.0,4.273,,,,NaN,,,,0 / 16,395013,2018-03-07 13:43:59:687
-0.4157,-0.7349,10.0442,-0.4078,-0.7416,9.7701,0.012,-0.0045,-0.0073,-0.0034,-6.0E-4,4.0E-4,1096.0,-22.53,0.05,-45.35,97.62,4.34,2.39,5.0,8.687,,,,NaN,,,,0 / 16,400013,2018-03-07 13:44:04:687
1.8146,-1.3342,10.29,2.0944,-1.7635,9.4167,1.3038,-1.4703,3.7111,-0.3611,-1.9695,-1.6797,792.0,16.83,-11.97,-19.96,235.02,10.36,-12.54,5.0,20.68,,,,NaN,,,,0 / 16,405013,2018-03-07 13:44:09:687
5.1964,-15.8818,0.6941,-1.9836,-9.3881,-2.0245,-1.9407,-2.2161,-3.3808,-2.2105,-1.0008,1.5257,12.0,22.74,34.71,2.5,108.16,66.85,127.7,0.0,37.307,,,,NaN,,,,0 / 16,410014,2018-03-07 13:44:14:688
-0.0974,-11.0803,0.5183,1.4586,-9.4925,-1.9836,0.3413,-0.0246,0.6242,0.2556,-1.8168,-0.4413,12.0,-36.59,56.69,13.87,106.14,85.59,-43.03,0.0,34.435,,,,NaN,,,,0 / 16,415014,2018-03-07 13:44:19:688
1.4376,-9.4245,3.5991,1.1328,-9.6827,1.0645,-0.4419,0.3609,-0.6468,0.6292,1.5803,0.8997,12.0,-11.93,55.42,-11.22,312.11,84.08,-164.72,0.0,32.818,,,,NaN,,,,0 / 16,420014,2018-03-07 13:44:24:688
