ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
6.7676,-13.0256,3.2916,0.1652,-9.7465,-1.0715,1.7202,-5.5982,-1.2508,-1.1587,0.9874,1.5231,12.0,-19.4,106.1,-19.28,344.33,70.77,170.47,0.0,41.272,,,,NaN,,,,0 / 16,425013,2018-03-07 13:44:29:687
-1.0773,-10.1315,-0.7798,1.1752,-9.7054,0.7709,-1.5854,-0.1942,0.3239,0.1813,-0.698,-0.1381,12.0,18.98,79.93,18.17,60.3,75.97,-147.26,0.0,27.018,,,,NaN,,,,0 / 16,430012,2018-03-07 13:44:34:686
3.6174,-6.9168,2.7305,1.7119,-9.6202,0.832,-3.0547,-0.4202,1.4349,0.9845,-2.3891,-0.3636,12.0,21.51,61.18,24.37,333.73,81.23,-9.23,0.0,48.192,,,,NaN,,,,0 / 16,435013,2018-03-07 13:44:39:687
3.0072,-9.7343,0.6081,1.8283,-9.5064,1.5672,0.1845,0.0033,0.28,-0.0223,-0.2519,0.1604,12.0,-27.85,40.21,-14.13,131.07,78.17,-26.64,0.0,29.501,,,,NaN,,,,0 / 16,440013,2018-03-07 13:44:44:687
4.0517,-9.2653,2.0174,3.4323,-8.7242,2.8773,0.1124,0.0272,0.051,0.0361,0.158,-0.0164,12.0,-30.44,35.82,-18.77,206.43,62.07,-68.88,0.0,47.328,,,,NaN,,,,0 / 16,445014,2018-03-07 13:44:49:688
2.8661,-10.1399,1.8511,2.1802,-9.1582,2.7467,0.2757,0.1076,0.2087,0.4904,0.5565,0.0693,12.0,-19.79,43.3,-17.77,285.66,70.58,-121.87,0.0,47.272,,,,NaN,,,,0 / 16,450014,2018-03-07 13:44:54:688
4.7492,-9.3443,-1.4342,2.0747,-9.5796,-0.3113,0.5495,0.1087,-0.4406,0.0941,-0.1361,0.1362,12.0,-32.15,43.13,-4.48,155.6,67.31,-72.59,0.0,41.091,,,,NaN,,,,0 / 16,455013,2018-03-07 13:44:59:687
1.4675,-10.2691,-0.9903,3.0955,-9.2964,-0.4069,-0.4165,-0.285,-0.9647,0.1472,-0.6663,0.0418,12.0,-29.97,44.09,-6.43,204.92,75.23,-93.94,0.0,52.384,,,,NaN,,,,0 / 16,460013,2018-03-07 13:45:04:687
-3.4103,-11.4739,3.2294,0.4621,-9.1442,-3.513,-2.1735,-0.1732,0.58,1.5206,-0.9818,0.1083,12.0,-55.39,41.08,27.13,253.53,64.5,-170.35,0.0,53.543,,,,NaN,,,,0 / 16,465013,2018-03-07 13:45:09:687
4.0074,-9.026,3.1971,1.4701,-9.3971,-2.3884,-0.3549,0.3017,2.1096,-0.5195,0.6119,-0.1712,12.0,-11.42,90.1,41.49,78.98,79.91,-85.52,0.0,40.309,,,,NaN,,,,0 / 16,470013,2018-03-07 13:45:14:687
1.9173,-10.098,-0.117,1.7484,-9.5623,-1.2947,0.0195,0.5588,0.2106,-0.1448,0.0267,-0.0044,12.0,-33.77,57.07,65.34,101.04,78.89,-82.24,0.0,44.123,,,,NaN,,,,0 / 16,475013,2018-03-07 13:45:19:687
1.3143,-10.2906,-1.3624,1.2708,-9.682,-0.9028,0.0876,0.1459,0.2549,-0.0018,-0.1688,0.0621,12.0,-54.57,60.47,55.18,130.38,80.62,-91.3,0.0,41.914,,,,NaN,,,,0 / 16,480013,2018-03-07 13:45:24:687
1.5034,-10.1902,1.4312,1.3721,-9.6122,1.3761,0.018,0.0,-0.0265,-0.0048,-0.0282,-0.0024,12.0,-41.96,64.78,52.82,61.84,77.99,-33.25,0.0,48.449,,,,NaN,,,,0 / 23,485012,2018-03-07 13:45:29:686
5.8535,-9.5872,0.2719,3.5449,-9.0056,-1.5819,-0.0202,-0.3211,0.3242,1.0879,-1.3148,0.7533,12.0,-8.09,69.83,61.55,104.05,76.46,-112.23,0.0,48.725,,,,NaN,,,,0 / 23,490013,2018-03-07 13:45:34:687
2.6998,-0.2252,14.3584,0.7045,6.8019,7.0291,0.3946,-2.7675,1.19,1.3181,-0.9335,-0.0605,114.0,12.37,51.55,17.21,42.08,67.89,-115.79,5.0,23.04,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 23,495012,2018-03-07 13:45:39:686
1.5416,4.8751,7.5389,1.0596,4.6857,8.5494,-0.4937,-0.2266,0.0185,0.1784,-0.2726,0.3891,210.0,6.82,-35.16,-11.81,195.44,-23.47,-2.83,5.0,4.494,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 23,500013,2018-03-07 13:45:44:687
0.752,4.0041,8.9805,-0.0108,4.2393,8.843,0.146,0.153,0.2574,-0.0504,-0.1174,-0.0984,244.0,-5.44,-42.78,-3.56,172.14,-25.8,1.64,5.0,40.85,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 23,505013,2018-03-07 13:45:49:687
0.5331,4.1118,8.5259,0.5387,5.1273,8.3421,0.3419,0.036,0.1812,-0.2272,-0.272,0.0404,230.0,-21.55,-41.6,-0.29,149.94,-22.59,-7.19,5.0,41.376,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 23,510013,2018-03-07 13:45:54:687
-2.8755,-10.1626,1.637,1.943,-9.4497,1.7602,-0.3316,-0.6194,0.2706,-0.2593,0.7271,-0.3535,278.0,22.3,47.98,4.19,301.79,60.21,65.81,0.0,30.536,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 23,515013,2018-03-07 13:45:59:687
2.2356,-9.2234,0.9586,1.1454,-9.6394,1.393,-1.4749,-0.4059,0.7543,0.3241,0.1249,0.1228,278.0,-1.87,66.46,54.58,44.94,82.85,-48.71,0.0,28.184,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 23,520013,2018-03-07 13:46:04:687
1.7175,-10.2572,-0.903,1.352,-9.5933,-1.5204,0.7233,0.258,0.3948,0.3699,-0.1816,-0.4486,278.0,22.06,68.07,-2.7,11.08,76.27,-116.58,0.0,42.6,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 23,525013,2018-03-07 13:46:09:687
2.9127,-10.1124,-0.1541,2.0184,-9.4833,1.4711,-0.1047,0.0906,0.0632,0.2093,-0.1372,0.1,278.0,-3.04,63.29,-29.9,307.11,74.77,-107.21,0.0,33.407,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 23,530013,2018-03-07 13:46:14:687
2.366,-9.8432,-1.1878,2.261,-9.4426,-1.3767,0.2106,0.0187,0.0347,-0.068,-0.2111,-0.3172,278.0,-12.56,65.05,-23.7,292.0,75.45,-106.33,0.0,40.582,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 23,535012,2018-03-07 13:46:19:686
2.3373,-9.9234,-1.4557,1.816,-9.6324,-0.2992,0.3821,0.1857,-0.3089,0.2649,-0.4721,0.1157,278.0,-10.17,65.49,-23.79,231.02,78.42,-49.81,0.0,37.096,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 23,540012,2018-03-07 13:46:24:686
1.6409,-10.0227,2.4529,1.677,-9.6622,0.0052,0.0455,0.024,0.0699,-0.1228,0.1812,-0.0458,278.0,-17.74,58.6,-34.63,241.45,79.89,-74.76,0.0,45.346,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,545012,2018-03-07 13:46:29:686
1.5153,-10.1973,2.0952,1.3301,-9.6013,1.489,0.0651,-0.0667,0.0083,0.1965,-0.1365,0.0236,278.0,-14.9,47.32,-11.1,298.75,73.4,-132.72,0.0,37.958,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,550013,2018-03-07 13:46:34:687
-2.2282,-11.103,3.2426,2.6221,-9.3797,-1.1473,0.8884,0.0165,0.9833,-0.4588,0.9141,0.3557,278.0,7.51,77.16,-16.91,24.7,73.96,152.9,0.0,43.252,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,555013,2018-03-07 13:46:39:687
-0.3726,-10.1626,2.6934,0.4391,-9.5871,2.0162,-0.6701,-0.0102,0.2404,-0.199,-1.0416,-0.0318,278.0,34.7,53.82,-23.11,55.4,76.13,167.04,0.0,53.151,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,560013,2018-03-07 13:46:44:687
0.1275,-10.3935,2.2471,0.2088,-9.7046,1.3957,-0.8087,-0.3468,0.2489,-1.8609,-0.6631,-0.2463,278.0,5.55,67.93,-47.38,335.21,79.41,-141.94,0.0,49.541,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,565012,2018-03-07 13:46:49:686
3.4631,-11.7204,2.4828,-0.1863,-9.0651,-3.7364,4.3506,3.924,7.6347,1.4919,-0.5492,-1.3366,278.0,-42.05,33.99,-2.65,244.42,85.62,-147.08,0.0,53.55,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,570013,2018-03-07 13:46:54:687
2.4174,-10.7262,-7.2093,3.458,-9.0494,1.5235,-10.2093,-3.6446,-0.9041,0.4904,2.0372,0.5317,278.0,51.5,94.05,-72.18,21.68,67.4,-173.05,0.0,48.162,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,575013,2018-03-07 13:46:59:687
-7.9997,-15.4388,3.6745,1.332,-9.6557,-1.0788,-8.6215,-3.2361,3.2633,-1.4223,1.0546,0.0409,278.0,-13.93,39.17,40.95,171.6,67.35,-156.29,0.0,23.493,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,580013,2018-03-07 13:47:04:687
-7.8275,-10.8446,-0.4185,1.0396,-9.2906,-2.9623,4.5086,-4.5192,8.0958,0.7461,1.2241,0.5203,278.0,-32.34,41.32,11.8,194.5,76.88,-120.78,0.0,50.248,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,585013,2018-03-07 13:47:09:687
2.5036,-7.7196,2.0689,0.9726,-9.5464,-2.0225,-4.0249,-1.173,8.6005,-0.6106,0.782,-0.2958,278.0,11.71,47.96,44.13,97.54,67.31,-139.24,0.0,35.072,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,590012,2018-03-07 13:47:14:686
9.1831,-24.364,-6.6123,0.8342,-8.8487,-4.1442,-1.566,2.7847,8.8693,2.3447,-2.5999,-0.1592,278.0,7.26,38.97,23.23,69.76,76.72,-107.15,0.0,44.893,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,595012,2018-03-07 13:47:19:686
-1.6791,-7.9612,1.7494,2.6469,-9.3251,1.4858,-6.5985,-2.7124,-3.7668,0.1369,1.8768,0.8164,278.0,-26.57,62.7,-0.7,301.59,74.2,-176.69,0.0,43.091,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,600012,2018-03-07 13:47:24:686
-2.6063,-10.8278,-0.8456,0.2247,-9.7805,0.6801,-3.5518,-2.6326,0.9914,0.3266,-0.6267,-0.6597,278.0,-2.94,62.02,-1.63,347.91,74.47,-149.73,0.0,39.786,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,605012,2018-03-07 13:47:29:686
4.017,-18.2779,-16.235,2.2355,-9.3095,2.1227,-5.5212,-3.9129,-5.7072,1.5332,-0.6957,0.7402,278.0,-2.65,50.15,-53.04,358.16,77.72,178.93,0.0,42.118,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,610012,2018-03-07 13:47:34:686
-0.363,-10.0849,1.759,0.7616,-9.7731,0.2789,-0.3986,-1.8288,0.3104,0.0341,-0.1942,-0.0031,278.0,9.07,45.81,10.87,18.1,75.72,-71.26,0.0,31.055,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,615013,2018-03-07 13:47:39:687
-2.5824,-10.7357,3.4232,2.0668,-9.497,-1.3061,0.4141,0.1036,1.1032,0.8997,-0.9115,0.1163,278.0,-2.99,71.69,-27.85,310.05,77.12,-110.6,0.0,48.226,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,620013,2018-03-07 13:47:44:687
-0.3702,-14.6145,-6.0153,0.7038,-9.1455,-3.4692,0.1598,3.1787,1.8712,0.8264,-2.0555,0.7448,278.0,27.58,89.17,52.09,105.12,68.84,-168.53,0.0,49.047,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,625013,2018-03-07 13:47:49:687
-4.9537,-10.7285,8.563,0.4676,-9.5733,-2.0744,4.0357,-8.7513,10.9116,-0.2546,1.5138,1.4901,14.0,8.73,36.73,-3.87,29.85,77.48,-167.3,5.0,48.409,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,630013,2018-03-07 13:47:54:687
2.0106,-7.722,7.43,-4.3277,-8.7421,1.0089,-1.9436,-0.1739,1.7618,-2.3583,3.1607,1.8864,7.0,25.48,53.43,-17.98,96.41,63.06,76.88,0.0,46.09,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,1 / 16,635012,2018-03-07 13:47:59:686
-1.4302,-12.3927,-6.5154,-0.6035,-9.389,-2.7665,-1.9926,-0.3526,4.1725,1.5748,-2.2962,-1.1022,7.0,13.22,34.77,13.27,115.36,73.22,167.69,0.0,51.351,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,640012,2018-03-07 13:48:04:686
1.209,-10.5323,-2.4404,-0.1649,-9.7884,-0.5742,1.2904,0.3827,4.8259,0.4821,-1.9544,-0.02,7.0,-16.32,27.69,23.86,232.45,86.51,163.98,0.0,46.51,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,645013,2018-03-07 13:48:09:687
0.1873,-10.8673,0.5387,-1.1649,-9.3413,-2.7484,-0.5216,-1.1011,-1.266,1.972,-0.9757,0.5339,7.0,-16.96,63.04,1.65,325.31,72.28,157.03,0.0,52.059,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,650013,2018-03-07 13:48:14:687
2.811,4.0292,15.6314,-0.6435,3.1916,9.2504,-0.707,-0.0205,1.1347,-0.291,0.3762,0.2048,217.0,-11.33,-39.62,-15.26,160.11,-18.99,3.98,5.0,54.408,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,655012,2018-03-07 13:48:19:686
-5.3569,-4.2751,6.9347,-9.7168,-1.1131,-0.718,-1.3556,-3.1666,-2.4163,1.3713,1.2384,-3.4598,102.0,6.24,19.3,6.94,340.18,6.52,94.23,0.0,53.795,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,660013,2018-03-07 13:48:24:687
-1.9567,-12.0183,4.4438,-0.3376,-9.7997,0.1503,-1.2979,0.1063,0.3085,1.0507,0.9186,-0.3911,102.0,-9.24,10.32,26.62,312.97,87.84,66.0,0.0,47.299,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,665013,2018-03-07 13:48:29:687
0.1909,-10.3804,-0.4005,1.137,-9.6901,-0.9894,-0.9412,-0.0333,0.1944,0.0011,-0.0817,-0.0091,102.0,3.01,13.2,24.18,119.45,81.16,-131.03,0.0,30.772,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,670013,2018-03-07 13:48:34:687
0.5032,-9.5082,-2.0743,0.9497,-9.5774,-1.882,-0.1746,0.2596,0.1917,0.5061,-0.9814,0.1557,102.0,-9.39,14.81,27.69,169.68,77.59,-153.22,0.0,37.737,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,675013,2018-03-07 13:48:39:687
1.6015,-10.7238,-0.8109,1.2174,-9.577,-1.723,5.8025,-4.4865,5.6715,0.8534,-1.0583,-1.1086,102.0,21.08,4.02,7.72,73.82,77.58,-144.76,0.0,46.271,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,680013,2018-03-07 13:48:44:687
-1.8633,-10.9415,-1.0262,1.3923,-9.5026,-1.9828,3.6843,-2.4662,7.1796,1.1173,-1.9101,-1.6745,102.0,-30.53,43.86,-5.17,265.09,75.7,-144.92,0.0,47.726,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,685013,2018-03-07 13:48:49:687
2.8278,-5.2574,3.5393,-0.8515,-9.2937,-3.012,-2.267,-4.449,-4.2371,0.5903,-0.6638,-1.0048,102.0,11.9,53.97,-8.44,32.63,71.39,164.21,0.0,45.739,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,690013,2018-03-07 13:48:54:687
2.1411,-10.9331,1.2733,1.7874,-9.4468,1.9323,-1.4923,-0.9348,-0.3401,-0.7351,2.5984,1.4499,102.0,-4.6,34.19,10.95,39.25,74.43,-42.77,0.0,42.102,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,695013,2018-03-07 13:48:59:687
2.7081,-10.2117,3.2952,1.0631,-9.6625,1.2946,-1.0976,0.3211,1.6237,-0.4535,2.8757,1.5939,102.0,-14.96,70.72,-8.98,124.91,80.16,-39.39,0.0,37.346,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,700012,2018-03-07 13:49:04:686
0.5187,-10.4366,1.8547,1.7549,-9.3958,2.1932,-2.2789,-0.6678,-1.3641,0.8598,1.1173,0.6776,102.0,-13.64,48.26,17.05,167.74,83.48,-131.36,0.0,42.22,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,705012,2018-03-07 13:49:09:686
3.5827,-15.7738,-9.9299,-0.0705,-8.9794,-3.9415,1.0362,5.0376,4.4655,1.4245,-1.5361,-0.7109,102.0,-7.63,36.88,29.01,36.9,80.28,-28.28,0.0,48.708,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,710012,2018-03-07 13:49:14:686
-4.0934,-13.0161,-2.383,1.6527,-9.5882,1.2271,-2.9034,0.1727,-0.1584,-0.5095,2.493,1.2102,102.0,-73.74,66.67,6.36,266.24,73.97,-165.72,0.0,45.158,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,715013,2018-03-07 13:49:19:687
6.947,-11.8268,-3.8869,1.7718,-9.606,0.8693,-5.7602,-0.8827,-2.4546,1.2271,-0.035,-0.0183,102.0,24.5,52.31,15.59,71.84,77.9,-149.26,0.0,50.045,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,720013,2018-03-07 13:49:24:687
0.4098,-6.9802,-0.9796,0.422,-9.7078,-1.3235,0.9403,-0.9208,4.1506,1.0248,-0.1972,-0.1742,102.0,26.45,80.97,10.7,42.59,81.01,-127.07,0.0,49.63,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,725013,2018-03-07 13:49:29:687
3.4751,-9.6709,0.1965,3.8649,-9.0082,0.2918,-0.6595,-0.1478,0.2517,0.1005,0.1453,0.0428,102.0,-24.18,52.7,-32.9,253.69,80.86,-97.95,0.0,42.467,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,730012,2018-03-07 13:49:34:686
3.9153,-9.0966,3.0105,3.658,-8.9048,1.8695,0.2741,0.0083,-0.2314,0.0131,-0.019,-0.0103,102.0,-33.02,50.7,-31.44,145.54,82.52,-17.32,0.0,25.544,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,735013,2018-03-07 13:49:39:687
4.1929,-8.8992,2.6252,3.9192,-8.618,2.5572,0.0037,0.1197,-0.0033,-0.0079,-0.0268,-0.0107,102.0,-28.04,37.71,-49.6,223.49,60.93,-55.3,0.0,26.789,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,740013,2018-03-07 13:49:44:687
1.9305,-10.5634,0.8306,0.9754,-9.7046,1.0192,0.0049,-0.1297,-0.3176,0.0385,-0.1311,0.187,102.0,-27.94,47.96,-35.05,191.5,82.97,-48.58,0.0,16.856,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,745012,2018-03-07 13:49:49:686
3.1891,-9.8683,1.1488,-0.6085,-9.7007,1.3024,0.1558,-0.1033,0.2255,0.2046,0.1582,-0.3013,102.0,-12.42,51.58,-38.32,250.1,68.05,-56.88,0.0,34.506,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,750012,2018-03-07 13:49:54:686
0.691,-10.2883,1.5999,0.1683,-9.6879,1.5121,0.4028,-0.0321,-0.4169,0.0287,-0.5975,0.0718,102.0,-7.68,52.41,-43.11,198.88,80.66,-25.6,0.0,45.103,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,755013,2018-03-07 13:49:59:687
-1.3668,-10.1579,-3.0219,0.1268,-9.8051,0.1228,-0.0299,-0.5225,0.1789,-0.245,-1.0854,0.2482,102.0,-12.07,61.78,-5.17,356.96,85.2,116.86,0.0,43.759,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,760013,2018-03-07 13:50:04:687
-11.0853,-9.842,-5.4087,-3.8088,-2.6063,-8.6528,-0.8299,-2.1636,0.6636,0.1661,-0.2285,-0.5367,102.0,71.96,5.53,41.66,134.81,66.94,161.87,0.0,35.205,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,765012,2018-03-07 13:50:09:686
-3.725,-3.9724,-8.2298,-3.6431,-3.9501,-8.2033,0.0205,0.0338,-0.002,0.0036,0.0117,-0.0112,102.0,61.61,19.25,53.13,108.91,23.67,156.21,0.0,49.623,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,770012,2018-03-07 13:50:14:686
-3.1878,-3.9198,-8.4548,-3.4262,-3.8447,-8.3457,0.1731,-0.0199,-0.0064,0.0419,-0.0043,-1.0E-4,102.0,62.14,16.91,57.82,110.31,21.78,157.38,0.0,30.608,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,775014,2018-03-07 13:50:19:688
-4.7563,-2.5762,-8.0121,-4.0753,-3.1053,-8.3618,-0.9316,-0.1979,0.0148,0.2733,0.6532,-0.4002,102.0,61.66,10.81,57.87,121.47,24.43,157.94,0.0,37.948,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,780014,2018-03-07 13:50:24:688
-4.2322,-3.4173,-8.2813,-4.1283,-3.3754,-8.2301,0.0638,0.0556,0.0184,-0.0072,-0.0011,0.005,102.0,63.12,25.85,48.2,90.83,20.44,153.24,0.0,17.125,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,785012,2018-03-07 13:50:29:686
-3.9918,-3.8097,-8.4823,-3.96,-3.7081,-8.1694,0.0377,0.0665,0.0226,-0.0129,4.0E-4,0.0309,102.0,63.61,28.92,53.77,88.06,19.83,152.97,0.0,6.887,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,790013,2018-03-07 13:50:34:687
-4.1688,-3.4065,-8.1521,-3.8135,-3.4679,-8.3428,0.8367,-0.0386,0.1696,-0.0067,-0.1143,-0.3475,102.0,63.85,18.42,55.58,115.06,27.49,159.21,0.0,20.478,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,795014,2018-03-07 13:50:39:688
-3.6221,-3.7391,-8.4368,-3.5554,-3.6973,-8.3582,0.0158,0.03,0.0043,0.0146,0.0359,0.0166,102.0,60.92,27.8,53.82,93.74,22.5,156.96,0.0,40.644,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,800013,2018-03-07 13:50:44:687
-3.5634,-3.7235,-8.4452,-3.5508,-3.6839,-8.366,0.0937,0.0152,-0.0086,0.0056,0.0033,0.0035,102.0,61.12,24.43,53.38,98.57,22.32,157.07,0.0,42.69,37.299553,-79.29736,0.0,NaN,0.0,697248.4,81.0,0 / 15,805012,2018-03-07 13:50:49:686
